asof_dt,ticker,alpha_gt_used,mom_z_tm1,val_z_tm1,z_eng_tm1,u_perp_tm1,capture_tgt
2022-01-10,T000,0.0,,,,,0.15
2022-01-10,T001,0.0,,,,,0.15
2022-01-10,T002,0.0,,,,,0.15
2022-01-10,T003,0.0,,,,,0.15
2022-01-10,T004,0.0,,,,,0.15
2022-01-10,T005,0.0,,,,,0.15
2022-01-10,T006,0.0,,,,,0.15
2022-01-10,T007,0.0,,,,,0.15
2022-01-10,T008,0.0,,,,,0.15
2022-01-10,T009,0.0,,,,,0.15
2022-01-10,T010,0.0,,,,,0.15
2022-01-10,T011,0.0,,,,,0.15
2022-01-10,T012,0.0,,,,,0.15
2022-01-10,T013,0.0,,,,,0.15
2022-01-10,T014,0.0,,,,,0.15
2022-01-10,T015,0.0,,,,,0.15
2022-01-10,T016,0.0,,,,,0.15
2022-01-10,T017,0.0,,,,,0.15
2022-01-10,T018,0.0,,,,,0.15
2022-01-10,T019,0.0,,,,,0.15
2022-01-10,T020,0.0,,,,,0.15
2022-01-10,T021,0.0,,,,,0.15
2022-01-10,T022,0.0,,,,,0.15
2022-01-10,T023,0.0,,,,,0.15
2022-01-10,T024,0.0,,,,,0.15
2022-01-10,T025,0.0,,,,,0.15
2022-01-10,T026,0.0,,,,,0.15
2022-01-10,T027,0.0,,,,,0.15
2022-01-10,T028,0.0,,,,,0.15
2022-01-10,T029,0.0,,,,,0.15
2022-01-10,T030,0.0,,,,,0.15
2022-01-10,T031,0.0,,,,,0.15
2022-01-10,T032,0.0,,,,,0.15
2022-01-10,T033,0.0,,,,,0.15
2022-01-10,T034,0.0,,,,,0.15
2022-01-10,T035,0.0,,,,,0.15
2022-01-10,T036,0.0,,,,,0.15
2022-01-10,T037,0.0,,,,,0.15
2022-01-10,T038,0.0,,,,,0.15
2022-01-10,T039,0.0,,,,,0.15
2022-01-11,T000,0.0,,,,,0.15
2022-01-11,T001,0.0,,,,,0.15
2022-01-11,T002,0.0,,,,,0.15
2022-01-11,T003,0.0,,,,,0.15
2022-01-11,T004,0.0,,,,,0.15
2022-01-11,T005,0.0,,,,,0.15
2022-01-11,T006,0.0,,,,,0.15
2022-01-11,T007,0.0,,,,,0.15
2022-01-11,T008,0.0,,,,,0.15
2022-01-11,T009,0.0,,,,,0.15
2022-01-11,T010,0.0,,,,,0.15
2022-01-11,T011,0.0,,,,,0.15
2022-01-11,T012,0.0,,,,,0.15
2022-01-11,T013,0.0,,,,,0.15
2022-01-11,T014,0.0,,,,,0.15
2022-01-11,T015,0.0,,,,,0.15
2022-01-11,T016,0.0,,,,,0.15
2022-01-11,T017,0.0,,,,,0.15
2022-01-11,T018,0.0,,,,,0.15
2022-01-11,T019,0.0,,,,,0.15
2022-01-11,T020,0.0,,,,,0.15
2022-01-11,T021,0.0,,,,,0.15
2022-01-11,T022,0.0,,,,,0.15
2022-01-11,T023,0.0,,,,,0.15
2022-01-11,T024,0.0,,,,,0.15
2022-01-11,T025,0.0,,,,,0.15
2022-01-11,T026,0.0,,,,,0.15
2022-01-11,T027,0.0,,,,,0.15
2022-01-11,T028,0.0,,,,,0.15
2022-01-11,T029,0.0,,,,,0.15
2022-01-11,T030,0.0,,,,,0.15
2022-01-11,T031,0.0,,,,,0.15
2022-01-11,T032,0.0,,,,,0.15
2022-01-11,T033,0.0,,,,,0.15
2022-01-11,T034,0.0,,,,,0.15
2022-01-11,T035,0.0,,,,,0.15
2022-01-11,T036,0.0,,,,,0.15
2022-01-11,T037,0.0,,,,,0.15
2022-01-11,T038,0.0,,,,,0.15
2022-01-11,T039,0.0,,,,,0.15
2022-01-12,T000,0.0,,,,,0.15
2022-01-12,T001,0.0,,,,,0.15
2022-01-12,T002,0.0,,,,,0.15
2022-01-12,T003,0.0,,,,,0.15
2022-01-12,T004,0.0,,,,,0.15
2022-01-12,T005,0.0,,,,,0.15
2022-01-12,T006,0.0,,,,,0.15
2022-01-12,T007,0.0,,,,,0.15
2022-01-12,T008,0.0,,,,,0.15
2022-01-12,T009,0.0,,,,,0.15
2022-01-12,T010,0.0,,,,,0.15
2022-01-12,T011,0.0,,,,,0.15
2022-01-12,T012,0.0,,,,,0.15
2022-01-12,T013,0.0,,,,,0.15
2022-01-12,T014,0.0,,,,,0.15
2022-01-12,T015,0.0,,,,,0.15
2022-01-12,T016,0.0,,,,,0.15
2022-01-12,T017,0.0,,,,,0.15
2022-01-12,T018,0.0,,,,,0.15
2022-01-12,T019,0.0,,,,,0.15
2022-01-12,T020,0.0,,,,,0.15
2022-01-12,T021,0.0,,,,,0.15
2022-01-12,T022,0.0,,,,,0.15
2022-01-12,T023,0.0,,,,,0.15
2022-01-12,T024,0.0,,,,,0.15
2022-01-12,T025,0.0,,,,,0.15
2022-01-12,T026,0.0,,,,,0.15
2022-01-12,T027,0.0,,,,,0.15
2022-01-12,T028,0.0,,,,,0.15
2022-01-12,T029,0.0,,,,,0.15
2022-01-12,T030,0.0,,,,,0.15
2022-01-12,T031,0.0,,,,,0.15
2022-01-12,T032,0.0,,,,,0.15
2022-01-12,T033,0.0,,,,,0.15
2022-01-12,T034,0.0,,,,,0.15
2022-01-12,T035,0.0,,,,,0.15
2022-01-12,T036,0.0,,,,,0.15
2022-01-12,T037,0.0,,,,,0.15
2022-01-12,T038,0.0,,,,,0.15
2022-01-12,T039,0.0,,,,,0.15
2022-01-13,T000,0.0,,,,,0.15
2022-01-13,T001,0.0,,,,,0.15
2022-01-13,T002,0.0,,,,,0.15
2022-01-13,T003,0.0,,,,,0.15
2022-01-13,T004,0.0,,,,,0.15
2022-01-13,T005,0.0,,,,,0.15
2022-01-13,T006,0.0,,,,,0.15
2022-01-13,T007,0.0,,,,,0.15
2022-01-13,T008,0.0,,,,,0.15
2022-01-13,T009,0.0,,,,,0.15
2022-01-13,T010,0.0,,,,,0.15
2022-01-13,T011,0.0,,,,,0.15
2022-01-13,T012,0.0,,,,,0.15
2022-01-13,T013,0.0,,,,,0.15
2022-01-13,T014,0.0,,,,,0.15
2022-01-13,T015,0.0,,,,,0.15
2022-01-13,T016,0.0,,,,,0.15
2022-01-13,T017,0.0,,,,,0.15
2022-01-13,T018,0.0,,,,,0.15
2022-01-13,T019,0.0,,,,,0.15
2022-01-13,T020,0.0,,,,,0.15
2022-01-13,T021,0.0,,,,,0.15
2022-01-13,T022,0.0,,,,,0.15
2022-01-13,T023,0.0,,,,,0.15
2022-01-13,T024,0.0,,,,,0.15
2022-01-13,T025,0.0,,,,,0.15
2022-01-13,T026,0.0,,,,,0.15
2022-01-13,T027,0.0,,,,,0.15
2022-01-13,T028,0.0,,,,,0.15
2022-01-13,T029,0.0,,,,,0.15
2022-01-13,T030,0.0,,,,,0.15
2022-01-13,T031,0.0,,,,,0.15
2022-01-13,T032,0.0,,,,,0.15
2022-01-13,T033,0.0,,,,,0.15
2022-01-13,T034,0.0,,,,,0.15
2022-01-13,T035,0.0,,,,,0.15
2022-01-13,T036,0.0,,,,,0.15
2022-01-13,T037,0.0,,,,,0.15
2022-01-13,T038,0.0,,,,,0.15
2022-01-13,T039,0.0,,,,,0.15
2022-01-14,T000,0.0,,,,,0.15
2022-01-14,T001,0.0,,,,,0.15
2022-01-14,T002,0.0,,,,,0.15
2022-01-14,T003,0.0,,,,,0.15
2022-01-14,T004,0.0,,,,,0.15
2022-01-14,T005,0.0,,,,,0.15
2022-01-14,T006,0.0,,,,,0.15
2022-01-14,T007,0.0,,,,,0.15
2022-01-14,T008,0.0,,,,,0.15
2022-01-14,T009,0.0,,,,,0.15
2022-01-14,T010,0.0,,,,,0.15
2022-01-14,T011,0.0,,,,,0.15
2022-01-14,T012,0.0,,,,,0.15
2022-01-14,T013,0.0,,,,,0.15
2022-01-14,T014,0.0,,,,,0.15
2022-01-14,T015,0.0,,,,,0.15
2022-01-14,T016,0.0,,,,,0.15
2022-01-14,T017,0.0,,,,,0.15
2022-01-14,T018,0.0,,,,,0.15
2022-01-14,T019,0.0,,,,,0.15
2022-01-14,T020,0.0,,,,,0.15
2022-01-14,T021,0.0,,,,,0.15
2022-01-14,T022,0.0,,,,,0.15
2022-01-14,T023,0.0,,,,,0.15
2022-01-14,T024,0.0,,,,,0.15
2022-01-14,T025,0.0,,,,,0.15
2022-01-14,T026,0.0,,,,,0.15
2022-01-14,T027,0.0,,,,,0.15
2022-01-14,T028,0.0,,,,,0.15
2022-01-14,T029,0.0,,,,,0.15
2022-01-14,T030,0.0,,,,,0.15
2022-01-14,T031,0.0,,,,,0.15
2022-01-14,T032,0.0,,,,,0.15
2022-01-14,T033,0.0,,,,,0.15
2022-01-14,T034,0.0,,,,,0.15
2022-01-14,T035,0.0,,,,,0.15
2022-01-14,T036,0.0,,,,,0.15
2022-01-14,T037,0.0,,,,,0.15
2022-01-14,T038,0.0,,,,,0.15
2022-01-14,T039,0.0,,,,,0.15
2022-01-17,T000,0.0,,,,,0.15
2022-01-17,T001,0.0,,,,,0.15
2022-01-17,T002,0.0,,,,,0.15
2022-01-17,T003,0.0,,,,,0.15
2022-01-17,T004,0.0,,,,,0.15
2022-01-17,T005,0.0,,,,,0.15
2022-01-17,T006,0.0,,,,,0.15
2022-01-17,T007,0.0,,,,,0.15
2022-01-17,T008,0.0,,,,,0.15
2022-01-17,T009,0.0,,,,,0.15
2022-01-17,T010,0.0,,,,,0.15
2022-01-17,T011,0.0,,,,,0.15
2022-01-17,T012,0.0,,,,,0.15
2022-01-17,T013,0.0,,,,,0.15
2022-01-17,T014,0.0,,,,,0.15
2022-01-17,T015,0.0,,,,,0.15
2022-01-17,T016,0.0,,,,,0.15
2022-01-17,T017,0.0,,,,,0.15
2022-01-17,T018,0.0,,,,,0.15
2022-01-17,T019,0.0,,,,,0.15
2022-01-17,T020,0.0,,,,,0.15
2022-01-17,T021,0.0,,,,,0.15
2022-01-17,T022,0.0,,,,,0.15
2022-01-17,T023,0.0,,,,,0.15
2022-01-17,T024,0.0,,,,,0.15
2022-01-17,T025,0.0,,,,,0.15
2022-01-17,T026,0.0,,,,,0.15
2022-01-17,T027,0.0,,,,,0.15
2022-01-17,T028,0.0,,,,,0.15
2022-01-17,T029,0.0,,,,,0.15
2022-01-17,T030,0.0,,,,,0.15
2022-01-17,T031,0.0,,,,,0.15
2022-01-17,T032,0.0,,,,,0.15
2022-01-17,T033,0.0,,,,,0.15
2022-01-17,T034,0.0,,,,,0.15
2022-01-17,T035,0.0,,,,,0.15
2022-01-17,T036,0.0,,,,,0.15
2022-01-17,T037,0.0,,,,,0.15
2022-01-17,T038,0.0,,,,,0.15
2022-01-17,T039,0.0,,,,,0.15
2022-01-18,T000,0.0,,,,,0.15
2022-01-18,T001,0.0,,,,,0.15
2022-01-18,T002,0.0,,,,,0.15
2022-01-18,T003,0.0,,,,,0.15
2022-01-18,T004,0.0,,,,,0.15
2022-01-18,T005,0.0,,,,,0.15
2022-01-18,T006,0.0,,,,,0.15
2022-01-18,T007,0.0,,,,,0.15
2022-01-18,T008,0.0,,,,,0.15
2022-01-18,T009,0.0,,,,,0.15
2022-01-18,T010,0.0,,,,,0.15
2022-01-18,T011,0.0,,,,,0.15
2022-01-18,T012,0.0,,,,,0.15
2022-01-18,T013,0.0,,,,,0.15
2022-01-18,T014,0.0,,,,,0.15
2022-01-18,T015,0.0,,,,,0.15
2022-01-18,T016,0.0,,,,,0.15
2022-01-18,T017,0.0,,,,,0.15
2022-01-18,T018,0.0,,,,,0.15
2022-01-18,T019,0.0,,,,,0.15
2022-01-18,T020,0.0,,,,,0.15
2022-01-18,T021,0.0,,,,,0.15
2022-01-18,T022,0.0,,,,,0.15
2022-01-18,T023,0.0,,,,,0.15
2022-01-18,T024,0.0,,,,,0.15
2022-01-18,T025,0.0,,,,,0.15
2022-01-18,T026,0.0,,,,,0.15
2022-01-18,T027,0.0,,,,,0.15
2022-01-18,T028,0.0,,,,,0.15
2022-01-18,T029,0.0,,,,,0.15
2022-01-18,T030,0.0,,,,,0.15
2022-01-18,T031,0.0,,,,,0.15
2022-01-18,T032,0.0,,,,,0.15
2022-01-18,T033,0.0,,,,,0.15
2022-01-18,T034,0.0,,,,,0.15
2022-01-18,T035,0.0,,,,,0.15
2022-01-18,T036,0.0,,,,,0.15
2022-01-18,T037,0.0,,,,,0.15
2022-01-18,T038,0.0,,,,,0.15
2022-01-18,T039,0.0,,,,,0.15
2022-01-19,T000,0.0,,,,,0.15
2022-01-19,T001,0.0,,,,,0.15
2022-01-19,T002,0.0,,,,,0.15
2022-01-19,T003,0.0,,,,,0.15
2022-01-19,T004,0.0,,,,,0.15
2022-01-19,T005,0.0,,,,,0.15
2022-01-19,T006,0.0,,,,,0.15
2022-01-19,T007,0.0,,,,,0.15
2022-01-19,T008,0.0,,,,,0.15
2022-01-19,T009,0.0,,,,,0.15
2022-01-19,T010,0.0,,,,,0.15
2022-01-19,T011,0.0,,,,,0.15
2022-01-19,T012,0.0,,,,,0.15
2022-01-19,T013,0.0,,,,,0.15
2022-01-19,T014,0.0,,,,,0.15
2022-01-19,T015,0.0,,,,,0.15
2022-01-19,T016,0.0,,,,,0.15
2022-01-19,T017,0.0,,,,,0.15
2022-01-19,T018,0.0,,,,,0.15
2022-01-19,T019,0.0,,,,,0.15
2022-01-19,T020,0.0,,,,,0.15
2022-01-19,T021,0.0,,,,,0.15
2022-01-19,T022,0.0,,,,,0.15
2022-01-19,T023,0.0,,,,,0.15
2022-01-19,T024,0.0,,,,,0.15
2022-01-19,T025,0.0,,,,,0.15
2022-01-19,T026,0.0,,,,,0.15
2022-01-19,T027,0.0,,,,,0.15
2022-01-19,T028,0.0,,,,,0.15
2022-01-19,T029,0.0,,,,,0.15
2022-01-19,T030,0.0,,,,,0.15
2022-01-19,T031,0.0,,,,,0.15
2022-01-19,T032,0.0,,,,,0.15
2022-01-19,T033,0.0,,,,,0.15
2022-01-19,T034,0.0,,,,,0.15
2022-01-19,T035,0.0,,,,,0.15
2022-01-19,T036,0.0,,,,,0.15
2022-01-19,T037,0.0,,,,,0.15
2022-01-19,T038,0.0,,,,,0.15
2022-01-19,T039,0.0,,,,,0.15
2022-01-20,T000,0.0,,,,,0.15
2022-01-20,T001,0.0,,,,,0.15
2022-01-20,T002,0.0,,,,,0.15
2022-01-20,T003,0.0,,,,,0.15
2022-01-20,T004,0.0,,,,,0.15
2022-01-20,T005,0.0,,,,,0.15
2022-01-20,T006,0.0,,,,,0.15
2022-01-20,T007,0.0,,,,,0.15
2022-01-20,T008,0.0,,,,,0.15
2022-01-20,T009,0.0,,,,,0.15
2022-01-20,T010,0.0,,,,,0.15
2022-01-20,T011,0.0,,,,,0.15
2022-01-20,T012,0.0,,,,,0.15
2022-01-20,T013,0.0,,,,,0.15
2022-01-20,T014,0.0,,,,,0.15
2022-01-20,T015,0.0,,,,,0.15
2022-01-20,T016,0.0,,,,,0.15
2022-01-20,T017,0.0,,,,,0.15
2022-01-20,T018,0.0,,,,,0.15
2022-01-20,T019,0.0,,,,,0.15
2022-01-20,T020,0.0,,,,,0.15
2022-01-20,T021,0.0,,,,,0.15
2022-01-20,T022,0.0,,,,,0.15
2022-01-20,T023,0.0,,,,,0.15
2022-01-20,T024,0.0,,,,,0.15
2022-01-20,T025,0.0,,,,,0.15
2022-01-20,T026,0.0,,,,,0.15
2022-01-20,T027,0.0,,,,,0.15
2022-01-20,T028,0.0,,,,,0.15
2022-01-20,T029,0.0,,,,,0.15
2022-01-20,T030,0.0,,,,,0.15
2022-01-20,T031,0.0,,,,,0.15
2022-01-20,T032,0.0,,,,,0.15
2022-01-20,T033,0.0,,,,,0.15
2022-01-20,T034,0.0,,,,,0.15
2022-01-20,T035,0.0,,,,,0.15
2022-01-20,T036,0.0,,,,,0.15
2022-01-20,T037,0.0,,,,,0.15
2022-01-20,T038,0.0,,,,,0.15
2022-01-20,T039,0.0,,,,,0.15
2022-01-21,T000,0.0,,,,,0.15
2022-01-21,T001,0.0,,,,,0.15
2022-01-21,T002,0.0,,,,,0.15
2022-01-21,T003,0.0,,,,,0.15
2022-01-21,T004,0.0,,,,,0.15
2022-01-21,T005,0.0,,,,,0.15
2022-01-21,T006,0.0,,,,,0.15
2022-01-21,T007,0.0,,,,,0.15
2022-01-21,T008,0.0,,,,,0.15
2022-01-21,T009,0.0,,,,,0.15
2022-01-21,T010,0.0,,,,,0.15
2022-01-21,T011,0.0,,,,,0.15
2022-01-21,T012,0.0,,,,,0.15
2022-01-21,T013,0.0,,,,,0.15
2022-01-21,T014,0.0,,,,,0.15
2022-01-21,T015,0.0,,,,,0.15
2022-01-21,T016,0.0,,,,,0.15
2022-01-21,T017,0.0,,,,,0.15
2022-01-21,T018,0.0,,,,,0.15
2022-01-21,T019,0.0,,,,,0.15
2022-01-21,T020,0.0,,,,,0.15
2022-01-21,T021,0.0,,,,,0.15
2022-01-21,T022,0.0,,,,,0.15
2022-01-21,T023,0.0,,,,,0.15
2022-01-21,T024,0.0,,,,,0.15
2022-01-21,T025,0.0,,,,,0.15
2022-01-21,T026,0.0,,,,,0.15
2022-01-21,T027,0.0,,,,,0.15
2022-01-21,T028,0.0,,,,,0.15
2022-01-21,T029,0.0,,,,,0.15
2022-01-21,T030,0.0,,,,,0.15
2022-01-21,T031,0.0,,,,,0.15
2022-01-21,T032,0.0,,,,,0.15
2022-01-21,T033,0.0,,,,,0.15
2022-01-21,T034,0.0,,,,,0.15
2022-01-21,T035,0.0,,,,,0.15
2022-01-21,T036,0.0,,,,,0.15
2022-01-21,T037,0.0,,,,,0.15
2022-01-21,T038,0.0,,,,,0.15
2022-01-21,T039,0.0,,,,,0.15
2022-01-24,T000,0.0,,,,,0.15
2022-01-24,T001,0.0,,,,,0.15
2022-01-24,T002,0.0,,,,,0.15
2022-01-24,T003,0.0,,,,,0.15
2022-01-24,T004,0.0,,,,,0.15
2022-01-24,T005,0.0,,,,,0.15
2022-01-24,T006,0.0,,,,,0.15
2022-01-24,T007,0.0,,,,,0.15
2022-01-24,T008,0.0,,,,,0.15
2022-01-24,T009,0.0,,,,,0.15
2022-01-24,T010,0.0,,,,,0.15
2022-01-24,T011,0.0,,,,,0.15
2022-01-24,T012,0.0,,,,,0.15
2022-01-24,T013,0.0,,,,,0.15
2022-01-24,T014,0.0,,,,,0.15
2022-01-24,T015,0.0,,,,,0.15
2022-01-24,T016,0.0,,,,,0.15
2022-01-24,T017,0.0,,,,,0.15
2022-01-24,T018,0.0,,,,,0.15
2022-01-24,T019,0.0,,,,,0.15
2022-01-24,T020,0.0,,,,,0.15
2022-01-24,T021,0.0,,,,,0.15
2022-01-24,T022,0.0,,,,,0.15
2022-01-24,T023,0.0,,,,,0.15
2022-01-24,T024,0.0,,,,,0.15
2022-01-24,T025,0.0,,,,,0.15
2022-01-24,T026,0.0,,,,,0.15
2022-01-24,T027,0.0,,,,,0.15
2022-01-24,T028,0.0,,,,,0.15
2022-01-24,T029,0.0,,,,,0.15
2022-01-24,T030,0.0,,,,,0.15
2022-01-24,T031,0.0,,,,,0.15
2022-01-24,T032,0.0,,,,,0.15
2022-01-24,T033,0.0,,,,,0.15
2022-01-24,T034,0.0,,,,,0.15
2022-01-24,T035,0.0,,,,,0.15
2022-01-24,T036,0.0,,,,,0.15
2022-01-24,T037,0.0,,,,,0.15
2022-01-24,T038,0.0,,,,,0.15
2022-01-24,T039,0.0,,,,,0.15
2022-01-25,T000,0.0,,,,,0.15
2022-01-25,T001,0.0,,,,,0.15
2022-01-25,T002,0.0,,,,,0.15
2022-01-25,T003,0.0,,,,,0.15
2022-01-25,T004,0.0,,,,,0.15
2022-01-25,T005,0.0,,,,,0.15
2022-01-25,T006,0.0,,,,,0.15
2022-01-25,T007,0.0,,,,,0.15
2022-01-25,T008,0.0,,,,,0.15
2022-01-25,T009,0.0,,,,,0.15
2022-01-25,T010,0.0,,,,,0.15
2022-01-25,T011,0.0,,,,,0.15
2022-01-25,T012,0.0,,,,,0.15
2022-01-25,T013,0.0,,,,,0.15
2022-01-25,T014,0.0,,,,,0.15
2022-01-25,T015,0.0,,,,,0.15
2022-01-25,T016,0.0,,,,,0.15
2022-01-25,T017,0.0,,,,,0.15
2022-01-25,T018,0.0,,,,,0.15
2022-01-25,T019,0.0,,,,,0.15
2022-01-25,T020,0.0,,,,,0.15
2022-01-25,T021,0.0,,,,,0.15
2022-01-25,T022,0.0,,,,,0.15
2022-01-25,T023,0.0,,,,,0.15
2022-01-25,T024,0.0,,,,,0.15
2022-01-25,T025,0.0,,,,,0.15
2022-01-25,T026,0.0,,,,,0.15
2022-01-25,T027,0.0,,,,,0.15
2022-01-25,T028,0.0,,,,,0.15
2022-01-25,T029,0.0,,,,,0.15
