asof_dt,ticker,alpha_gt_used,mom_z_tm1,val_z_tm1,beta_mom,beta_val
2022-01-06,T018,0.0,0.0,0.0,0.5,0.5
2022-01-06,T019,0.0,0.0,0.0,0.5,0.5
2022-01-06,T020,0.0,0.0,0.0,0.5,0.5
2022-01-06,T021,0.0,0.0,0.0,0.5,0.5
2022-01-06,T022,0.0,0.0,0.0,0.5,0.5
2022-01-06,T023,0.0,0.0,0.0,0.5,0.5
2022-01-06,T024,0.0,0.0,0.0,0.5,0.5
2022-01-06,T025,0.0,0.0,0.0,0.5,0.5
2022-01-06,T026,0.0,0.0,0.0,0.5,0.5
2022-01-06,T027,0.0,0.0,0.0,0.5,0.5
2022-01-06,T028,0.0,0.0,0.0,0.5,0.5
2022-01-06,T029,0.0,0.0,0.0,0.5,0.5
2022-01-06,T030,0.0,0.0,0.0,0.5,0.5
2022-01-06,T031,0.0,0.0,0.0,0.5,0.5
2022-01-06,T032,0.0,0.0,0.0,0.5,0.5
2022-01-06,T033,0.0,0.0,0.0,0.5,0.5
2022-01-06,T034,0.0,0.0,0.0,0.5,0.5
2022-01-06,T035,0.0,0.0,0.0,0.5,0.5
2022-01-06,T036,0.0,0.0,0.0,0.5,0.5
2022-01-06,T037,0.0,0.0,0.0,0.5,0.5
2022-01-06,T038,0.0,0.0,0.0,0.5,0.5
2022-01-06,T039,0.0,0.0,0.0,0.5,0.5
2022-01-07,T000,0.0,0.0,0.0,0.5,0.5
2022-01-07,T001,0.0,0.0,0.0,0.5,0.5
2022-01-07,T002,0.0,0.0,0.0,0.5,0.5
2022-01-07,T003,0.0,0.0,0.0,0.5,0.5
2022-01-07,T004,0.0,0.0,0.0,0.5,0.5
2022-01-07,T005,0.0,0.0,0.0,0.5,0.5
2022-01-07,T006,0.0,0.0,0.0,0.5,0.5
2022-01-07,T007,0.0,0.0,0.0,0.5,0.5
2022-01-07,T008,0.0,0.0,0.0,0.5,0.5
2022-01-07,T009,0.0,0.0,0.0,0.5,0.5
2022-01-07,T010,0.0,0.0,0.0,0.5,0.5
2022-01-07,T011,0.0,0.0,0.0,0.5,0.5
2022-01-07,T012,0.0,0.0,0.0,0.5,0.5
2022-01-07,T013,0.0,0.0,0.0,0.5,0.5
2022-01-07,T014,0.0,0.0,0.0,0.5,0.5
2022-01-07,T015,0.0,0.0,0.0,0.5,0.5
2022-01-07,T016,0.0,0.0,0.0,0.5,0.5
2022-01-07,T017,0.0,0.0,0.0,0.5,0.5
2022-01-07,T018,0.0,0.0,0.0,0.5,0.5
2022-01-07,T019,0.0,0.0,0.0,0.5,0.5
2022-01-07,T020,0.0,0.0,0.0,0.5,0.5
2022-01-07,T021,0.0,0.0,0.0,0.5,0.5
2022-01-07,T022,0.0,0.0,0.0,0.5,0.5
2022-01-07,T023,0.0,0.0,0.0,0.5,0.5
2022-01-07,T024,0.0,0.0,0.0,0.5,0.5
2022-01-07,T025,0.0,0.0,0.0,0.5,0.5
2022-01-07,T026,0.0,0.0,0.0,0.5,0.5
2022-01-07,T027,0.0,0.0,0.0,0.5,0.5
2022-01-07,T028,0.0,0.0,0.0,0.5,0.5
2022-01-07,T029,0.0,0.0,0.0,0.5,0.5
2022-01-07,T030,0.0,0.0,0.0,0.5,0.5
2022-01-07,T031,0.0,0.0,0.0,0.5,0.5
2022-01-07,T032,0.0,0.0,0.0,0.5,0.5
2022-01-07,T033,0.0,0.0,0.0,0.5,0.5
2022-01-07,T034,0.0,0.0,0.0,0.5,0.5
2022-01-07,T035,0.0,0.0,0.0,0.5,0.5
2022-01-07,T036,0.0,0.0,0.0,0.5,0.5
2022-01-07,T037,0.0,0.0,0.0,0.5,0.5
2022-01-07,T038,0.0,0.0,0.0,0.5,0.5
2022-01-07,T039,0.0,0.0,0.0,0.5,0.5
2022-01-10,T000,0.0,0.0,0.0,0.5,0.5
2022-01-10,T001,0.0,0.0,0.0,0.5,0.5
2022-01-10,T002,0.0,0.0,0.0,0.5,0.5
2022-01-10,T003,0.0,0.0,0.0,0.5,0.5
2022-01-10,T004,0.0,0.0,0.0,0.5,0.5
2022-01-10,T005,0.0,0.0,0.0,0.5,0.5
2022-01-10,T006,0.0,0.0,0.0,0.5,0.5
2022-01-10,T007,0.0,0.0,0.0,0.5,0.5
2022-01-10,T008,0.0,0.0,0.0,0.5,0.5
2022-01-10,T009,0.0,0.0,0.0,0.5,0.5
2022-01-10,T010,0.0,0.0,0.0,0.5,0.5
2022-01-10,T011,0.0,0.0,0.0,0.5,0.5
2022-01-10,T012,0.0,0.0,0.0,0.5,0.5
2022-01-10,T013,0.0,0.0,0.0,0.5,0.5
2022-01-10,T014,0.0,0.0,0.0,0.5,0.5
2022-01-10,T015,0.0,0.0,0.0,0.5,0.5
2022-01-10,T016,0.0,0.0,0.0,0.5,0.5
2022-01-10,T017,0.0,0.0,0.0,0.5,0.5
2022-01-10,T018,0.0,0.0,0.0,0.5,0.5
2022-01-10,T019,0.0,0.0,0.0,0.5,0.5
2022-01-10,T020,0.0,0.0,0.0,0.5,0.5
2022-01-10,T021,0.0,0.0,0.0,0.5,0.5
2022-01-10,T022,0.0,0.0,0.0,0.5,0.5
2022-01-10,T023,0.0,0.0,0.0,0.5,0.5
2022-01-10,T024,0.0,0.0,0.0,0.5,0.5
2022-01-10,T025,0.0,0.0,0.0,0.5,0.5
2022-01-10,T026,0.0,0.0,0.0,0.5,0.5
2022-01-10,T027,0.0,0.0,0.0,0.5,0.5
2022-01-10,T028,0.0,0.0,0.0,0.5,0.5
2022-01-10,T029,0.0,0.0,0.0,0.5,0.5
2022-01-10,T030,0.0,0.0,0.0,0.5,0.5
2022-01-10,T031,0.0,0.0,0.0,0.5,0.5
2022-01-10,T032,0.0,0.0,0.0,0.5,0.5
2022-01-10,T033,0.0,0.0,0.0,0.5,0.5
2022-01-10,T034,0.0,0.0,0.0,0.5,0.5
2022-01-10,T035,0.0,0.0,0.0,0.5,0.5
2022-01-10,T036,0.0,0.0,0.0,0.5,0.5
2022-01-10,T037,0.0,0.0,0.0,0.5,0.5
2022-01-10,T038,0.0,0.0,0.0,0.5,0.5
2022-01-10,T039,0.0,0.0,0.0,0.5,0.5
2022-01-11,T000,0.0,0.0,0.0,0.5,0.5
2022-01-11,T001,0.0,0.0,0.0,0.5,0.5
2022-01-11,T002,0.0,0.0,0.0,0.5,0.5
2022-01-11,T003,0.0,0.0,0.0,0.5,0.5
2022-01-11,T004,0.0,0.0,0.0,0.5,0.5
2022-01-11,T005,0.0,0.0,0.0,0.5,0.5
2022-01-11,T006,0.0,0.0,0.0,0.5,0.5
2022-01-11,T007,0.0,0.0,0.0,0.5,0.5
2022-01-11,T008,0.0,0.0,0.0,0.5,0.5
2022-01-11,T009,0.0,0.0,0.0,0.5,0.5
2022-01-11,T010,0.0,0.0,0.0,0.5,0.5
2022-01-11,T011,0.0,0.0,0.0,0.5,0.5
2022-01-11,T012,0.0,0.0,0.0,0.5,0.5
2022-01-11,T013,0.0,0.0,0.0,0.5,0.5
2022-01-11,T014,0.0,0.0,0.0,0.5,0.5
2022-01-11,T015,0.0,0.0,0.0,0.5,0.5
2022-01-11,T016,0.0,0.0,0.0,0.5,0.5
2022-01-11,T017,0.0,0.0,0.0,0.5,0.5
2022-01-11,T018,0.0,0.0,0.0,0.5,0.5
2022-01-11,T019,0.0,0.0,0.0,0.5,0.5
2022-01-11,T020,0.0,0.0,0.0,0.5,0.5
2022-01-11,T021,0.0,0.0,0.0,0.5,0.5
2022-01-11,T022,0.0,0.0,0.0,0.5,0.5
2022-01-11,T023,0.0,0.0,0.0,0.5,0.5
2022-01-11,T024,0.0,0.0,0.0,0.5,0.5
2022-01-11,T025,0.0,0.0,0.0,0.5,0.5
2022-01-11,T026,0.0,0.0,0.0,0.5,0.5
2022-01-11,T027,0.0,0.0,0.0,0.5,0.5
2022-01-11,T028,0.0,0.0,0.0,0.5,0.5
2022-01-11,T029,0.0,0.0,0.0,0.5,0.5
2022-01-11,T030,0.0,0.0,0.0,0.5,0.5
2022-01-11,T031,0.0,0.0,0.0,0.5,0.5
2022-01-11,T032,0.0,0.0,0.0,0.5,0.5
2022-01-11,T033,0.0,0.0,0.0,0.5,0.5
2022-01-11,T034,0.0,0.0,0.0,0.5,0.5
2022-01-11,T035,0.0,0.0,0.0,0.5,0.5
2022-01-11,T036,0.0,0.0,0.0,0.5,0.5
2022-01-11,T037,0.0,0.0,0.0,0.5,0.5
2022-01-11,T038,0.0,0.0,0.0,0.5,0.5
2022-01-11,T039,0.0,0.0,0.0,0.5,0.5
2022-01-12,T000,0.0,0.0,0.0,0.5,0.5
2022-01-12,T001,0.0,0.0,0.0,0.5,0.5
2022-01-12,T002,0.0,0.0,0.0,0.5,0.5
2022-01-12,T003,0.0,0.0,0.0,0.5,0.5
2022-01-12,T004,0.0,0.0,0.0,0.5,0.5
2022-01-12,T005,0.0,0.0,0.0,0.5,0.5
2022-01-12,T006,0.0,0.0,0.0,0.5,0.5
2022-01-12,T007,0.0,0.0,0.0,0.5,0.5
2022-01-12,T008,0.0,0.0,0.0,0.5,0.5
2022-01-12,T009,0.0,0.0,0.0,0.5,0.5
2022-01-12,T010,0.0,0.0,0.0,0.5,0.5
2022-01-12,T011,0.0,0.0,0.0,0.5,0.5
2022-01-12,T012,0.0,0.0,0.0,0.5,0.5
2022-01-12,T013,0.0,0.0,0.0,0.5,0.5
2022-01-12,T014,0.0,0.0,0.0,0.5,0.5
2022-01-12,T015,0.0,0.0,0.0,0.5,0.5
2022-01-12,T016,0.0,0.0,0.0,0.5,0.5
2022-01-12,T017,0.0,0.0,0.0,0.5,0.5
2022-01-12,T018,0.0,0.0,0.0,0.5,0.5
2022-01-12,T019,0.0,0.0,0.0,0.5,0.5
2022-01-12,T020,0.0,0.0,0.0,0.5,0.5
2022-01-12,T021,0.0,0.0,0.0,0.5,0.5
2022-01-12,T022,0.0,0.0,0.0,0.5,0.5
2022-01-12,T023,0.0,0.0,0.0,0.5,0.5
2022-01-12,T024,0.0,0.0,0.0,0.5,0.5
2022-01-12,T025,0.0,0.0,0.0,0.5,0.5
2022-01-12,T026,0.0,0.0,0.0,0.5,0.5
2022-01-12,T027,0.0,0.0,0.0,0.5,0.5
2022-01-12,T028,0.0,0.0,0.0,0.5,0.5
2022-01-12,T029,0.0,0.0,0.0,0.5,0.5
2022-01-12,T030,0.0,0.0,0.0,0.5,0.5
2022-01-12,T031,0.0,0.0,0.0,0.5,0.5
2022-01-12,T032,0.0,0.0,0.0,0.5,0.5
2022-01-12,T033,0.0,0.0,0.0,0.5,0.5
2022-01-12,T034,0.0,0.0,0.0,0.5,0.5
2022-01-12,T035,0.0,0.0,0.0,0.5,0.5
2022-01-12,T036,0.0,0.0,0.0,0.5,0.5
2022-01-12,T037,0.0,0.0,0.0,0.5,0.5
2022-01-12,T038,0.0,0.0,0.0,0.5,0.5
2022-01-12,T039,0.0,0.0,0.0,0.5,0.5
2022-01-13,T000,0.0,0.0,0.0,0.5,0.5
2022-01-13,T001,0.0,0.0,0.0,0.5,0.5
2022-01-13,T002,0.0,0.0,0.0,0.5,0.5
2022-01-13,T003,0.0,0.0,0.0,0.5,0.5
2022-01-13,T004,0.0,0.0,0.0,0.5,0.5
2022-01-13,T005,0.0,0.0,0.0,0.5,0.5
2022-01-13,T006,0.0,0.0,0.0,0.5,0.5
2022-01-13,T007,0.0,0.0,0.0,0.5,0.5
2022-01-13,T008,0.0,0.0,0.0,0.5,0.5
2022-01-13,T009,0.0,0.0,0.0,0.5,0.5
2022-01-13,T010,0.0,0.0,0.0,0.5,0.5
2022-01-13,T011,0.0,0.0,0.0,0.5,0.5
2022-01-13,T012,0.0,0.0,0.0,0.5,0.5
2022-01-13,T013,0.0,0.0,0.0,0.5,0.5
2022-01-13,T014,0.0,0.0,0.0,0.5,0.5
2022-01-13,T015,0.0,0.0,0.0,0.5,0.5
2022-01-13,T016,0.0,0.0,0.0,0.5,0.5
2022-01-13,T017,0.0,0.0,0.0,0.5,0.5
2022-01-13,T018,0.0,0.0,0.0,0.5,0.5
2022-01-13,T019,0.0,0.0,0.0,0.5,0.5
2022-01-13,T020,0.0,0.0,0.0,0.5,0.5
2022-01-13,T021,0.0,0.0,0.0,0.5,0.5
2022-01-13,T022,0.0,0.0,0.0,0.5,0.5
2022-01-13,T023,0.0,0.0,0.0,0.5,0.5
2022-01-13,T024,0.0,0.0,0.0,0.5,0.5
2022-01-13,T025,0.0,0.0,0.0,0.5,0.5
2022-01-13,T026,0.0,0.0,0.0,0.5,0.5
2022-01-13,T027,0.0,0.0,0.0,0.5,0.5
2022-01-13,T028,0.0,0.0,0.0,0.5,0.5
2022-01-13,T029,0.0,0.0,0.0,0.5,0.5
2022-01-13,T030,0.0,0.0,0.0,0.5,0.5
2022-01-13,T031,0.0,0.0,0.0,0.5,0.5
2022-01-13,T032,0.0,0.0,0.0,0.5,0.5
2022-01-13,T033,0.0,0.0,0.0,0.5,0.5
2022-01-13,T034,0.0,0.0,0.0,0.5,0.5
2022-01-13,T035,0.0,0.0,0.0,0.5,0.5
2022-01-13,T036,0.0,0.0,0.0,0.5,0.5
2022-01-13,T037,0.0,0.0,0.0,0.5,0.5
2022-01-13,T038,0.0,0.0,0.0,0.5,0.5
2022-01-13,T039,0.0,0.0,0.0,0.5,0.5
2022-01-14,T000,0.0,0.0,0.0,0.5,0.5
2022-01-14,T001,0.0,0.0,0.0,0.5,0.5
2022-01-14,T002,0.0,0.0,0.0,0.5,0.5
2022-01-14,T003,0.0,0.0,0.0,0.5,0.5
2022-01-14,T004,0.0,0.0,0.0,0.5,0.5
2022-01-14,T005,0.0,0.0,0.0,0.5,0.5
2022-01-14,T006,0.0,0.0,0.0,0.5,0.5
2022-01-14,T007,0.0,0.0,0.0,0.5,0.5
2022-01-14,T008,0.0,0.0,0.0,0.5,0.5
2022-01-14,T009,0.0,0.0,0.0,0.5,0.5
2022-01-14,T010,0.0,0.0,0.0,0.5,0.5
2022-01-14,T011,0.0,0.0,0.0,0.5,0.5
2022-01-14,T012,0.0,0.0,0.0,0.5,0.5
2022-01-14,T013,0.0,0.0,0.0,0.5,0.5
2022-01-14,T014,0.0,0.0,0.0,0.5,0.5
2022-01-14,T015,0.0,0.0,0.0,0.5,0.5
2022-01-14,T016,0.0,0.0,0.0,0.5,0.5
2022-01-14,T017,0.0,0.0,0.0,0.5,0.5
2022-01-14,T018,0.0,0.0,0.0,0.5,0.5
2022-01-14,T019,0.0,0.0,0.0,0.5,0.5
2022-01-14,T020,0.0,0.0,0.0,0.5,0.5
2022-01-14,T021,0.0,0.0,0.0,0.5,0.5
2022-01-14,T022,0.0,0.0,0.0,0.5,0.5
2022-01-14,T023,0.0,0.0,0.0,0.5,0.5
2022-01-14,T024,0.0,0.0,0.0,0.5,0.5
2022-01-14,T025,0.0,0.0,0.0,0.5,0.5
2022-01-14,T026,0.0,0.0,0.0,0.5,0.5
2022-01-14,T027,0.0,0.0,0.0,0.5,0.5
2022-01-14,T028,0.0,0.0,0.0,0.5,0.5
2022-01-14,T029,0.0,0.0,0.0,0.5,0.5
2022-01-14,T030,0.0,0.0,0.0,0.5,0.5
2022-01-14,T031,0.0,0.0,0.0,0.5,0.5
2022-01-14,T032,0.0,0.0,0.0,0.5,0.5
2022-01-14,T033,0.0,0.0,0.0,0.5,0.5
2022-01-14,T034,0.0,0.0,0.0,0.5,0.5
2022-01-14,T035,0.0,0.0,0.0,0.5,0.5
2022-01-14,T036,0.0,0.0,0.0,0.5,0.5
2022-01-14,T037,0.0,0.0,0.0,0.5,0.5
2022-01-14,T038,0.0,0.0,0.0,0.5,0.5
2022-01-14,T039,0.0,0.0,0.0,0.5,0.5
2022-01-17,T000,0.0,0.0,0.0,0.5,0.5
2022-01-17,T001,0.0,0.0,0.0,0.5,0.5
2022-01-17,T002,0.0,0.0,0.0,0.5,0.5
2022-01-17,T003,0.0,0.0,0.0,0.5,0.5
2022-01-17,T004,0.0,0.0,0.0,0.5,0.5
2022-01-17,T005,0.0,0.0,0.0,0.5,0.5
2022-01-17,T006,0.0,0.0,0.0,0.5,0.5
2022-01-17,T007,0.0,0.0,0.0,0.5,0.5
2022-01-17,T008,0.0,0.0,0.0,0.5,0.5
2022-01-17,T009,0.0,0.0,0.0,0.5,0.5
2022-01-17,T010,0.0,0.0,0.0,0.5,0.5
2022-01-17,T011,0.0,0.0,0.0,0.5,0.5
2022-01-17,T012,0.0,0.0,0.0,0.5,0.5
2022-01-17,T013,0.0,0.0,0.0,0.5,0.5
2022-01-17,T014,0.0,0.0,0.0,0.5,0.5
2022-01-17,T015,0.0,0.0,0.0,0.5,0.5
2022-01-17,T016,0.0,0.0,0.0,0.5,0.5
2022-01-17,T017,0.0,0.0,0.0,0.5,0.5
2022-01-17,T018,0.0,0.0,0.0,0.5,0.5
2022-01-17,T019,0.0,0.0,0.0,0.5,0.5
2022-01-17,T020,0.0,0.0,0.0,0.5,0.5
2022-01-17,T021,0.0,0.0,0.0,0.5,0.5
2022-01-17,T022,0.0,0.0,0.0,0.5,0.5
2022-01-17,T023,0.0,0.0,0.0,0.5,0.5
2022-01-17,T024,0.0,0.0,0.0,0.5,0.5
2022-01-17,T025,0.0,0.0,0.0,0.5,0.5
2022-01-17,T026,0.0,0.0,0.0,0.5,0.5
2022-01-17,T027,0.0,0.0,0.0,0.5,0.5
2022-01-17,T028,0.0,0.0,0.0,0.5,0.5
2022-01-17,T029,0.0,0.0,0.0,0.5,0.5
2022-01-17,T030,0.0,0.0,0.0,0.5,0.5
2022-01-17,T031,0.0,0.0,0.0,0.5,0.5
2022-01-17,T032,0.0,0.0,0.0,0.5,0.5
2022-01-17,T033,0.0,0.0,0.0,0.5,0.5
2022-01-17,T034,0.0,0.0,0.0,0.5,0.5
2022-01-17,T035,0.0,0.0,0.0,0.5,0.5
2022-01-17,T036,0.0,0.0,0.0,0.5,0.5
2022-01-17,T037,0.0,0.0,0.0,0.5,0.5
2022-01-17,T038,0.0,0.0,0.0,0.5,0.5
2022-01-17,T039,0.0,0.0,0.0,0.5,0.5
2022-01-18,T000,0.0,0.0,0.0,0.5,0.5
2022-01-18,T001,0.0,0.0,0.0,0.5,0.5
2022-01-18,T002,0.0,0.0,0.0,0.5,0.5
2022-01-18,T003,0.0,0.0,0.0,0.5,0.5
2022-01-18,T004,0.0,0.0,0.0,0.5,0.5
2022-01-18,T005,0.0,0.0,0.0,0.5,0.5
2022-01-18,T006,0.0,0.0,0.0,0.5,0.5
2022-01-18,T007,0.0,0.0,0.0,0.5,0.5
2022-01-18,T008,0.0,0.0,0.0,0.5,0.5
2022-01-18,T009,0.0,0.0,0.0,0.5,0.5
2022-01-18,T010,0.0,0.0,0.0,0.5,0.5
2022-01-18,T011,0.0,0.0,0.0,0.5,0.5
2022-01-18,T012,0.0,0.0,0.0,0.5,0.5
2022-01-18,T013,0.0,0.0,0.0,0.5,0.5
2022-01-18,T014,0.0,0.0,0.0,0.5,0.5
2022-01-18,T015,0.0,0.0,0.0,0.5,0.5
2022-01-18,T016,0.0,0.0,0.0,0.5,0.5
2022-01-18,T017,0.0,0.0,0.0,0.5,0.5
2022-01-18,T018,0.0,0.0,0.0,0.5,0.5
2022-01-18,T019,0.0,0.0,0.0,0.5,0.5
2022-01-18,T020,0.0,0.0,0.0,0.5,0.5
2022-01-18,T021,0.0,0.0,0.0,0.5,0.5
2022-01-18,T022,0.0,0.0,0.0,0.5,0.5
2022-01-18,T023,0.0,0.0,0.0,0.5,0.5
2022-01-18,T024,0.0,0.0,0.0,0.5,0.5
2022-01-18,T025,0.0,0.0,0.0,0.5,0.5
2022-01-18,T026,0.0,0.0,0.0,0.5,0.5
2022-01-18,T027,0.0,0.0,0.0,0.5,0.5
2022-01-18,T028,0.0,0.0,0.0,0.5,0.5
2022-01-18,T029,0.0,0.0,0.0,0.5,0.5
2022-01-18,T030,0.0,0.0,0.0,0.5,0.5
2022-01-18,T031,0.0,0.0,0.0,0.5,0.5
2022-01-18,T032,0.0,0.0,0.0,0.5,0.5
2022-01-18,T033,0.0,0.0,0.0,0.5,0.5
2022-01-18,T034,0.0,0.0,0.0,0.5,0.5
2022-01-18,T035,0.0,0.0,0.0,0.5,0.5
2022-01-18,T036,0.0,0.0,0.0,0.5,0.5
2022-01-18,T037,0.0,0.0,0.0,0.5,0.5
2022-01-18,T038,0.0,0.0,0.0,0.5,0.5
2022-01-18,T039,0.0,0.0,0.0,0.5,0.5
2022-01-19,T000,0.0,0.0,0.0,0.5,0.5
2022-01-19,T001,0.0,0.0,0.0,0.5,0.5
2022-01-19,T002,0.0,0.0,0.0,0.5,0.5
2022-01-19,T003,0.0,0.0,0.0,0.5,0.5
2022-01-19,T004,0.0,0.0,0.0,0.5,0.5
2022-01-19,T005,0.0,0.0,0.0,0.5,0.5
2022-01-19,T006,0.0,0.0,0.0,0.5,0.5
2022-01-19,T007,0.0,0.0,0.0,0.5,0.5
2022-01-19,T008,0.0,0.0,0.0,0.5,0.5
2022-01-19,T009,0.0,0.0,0.0,0.5,0.5
2022-01-19,T010,0.0,0.0,0.0,0.5,0.5
2022-01-19,T011,0.0,0.0,0.0,0.5,0.5
2022-01-19,T012,0.0,0.0,0.0,0.5,0.5
2022-01-19,T013,0.0,0.0,0.0,0.5,0.5
2022-01-19,T014,0.0,0.0,0.0,0.5,0.5
2022-01-19,T015,0.0,0.0,0.0,0.5,0.5
2022-01-19,T016,0.0,0.0,0.0,0.5,0.5
2022-01-19,T017,0.0,0.0,0.0,0.5,0.5
2022-01-19,T018,0.0,0.0,0.0,0.5,0.5
2022-01-19,T019,0.0,0.0,0.0,0.5,0.5
2022-01-19,T020,0.0,0.0,0.0,0.5,0.5
2022-01-19,T021,0.0,0.0,0.0,0.5,0.5
2022-01-19,T022,0.0,0.0,0.0,0.5,0.5
